,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,SiteEnergyUseWN(kBtu),GHGEmissions(MetricTonsCO2e),ENERGYSTARScore
2760,Nonresidential COS,Other,3,Central,1913,1.0,3.0,20992,0,20992,Performing Arts,24600.0,4625.0,1665.0,2879554.5,104.74,
2761,NonResidential,K-12 School,3,Central,1925,1.0,2.0,22344,0,22344,K-12 School,22344.0,0.0,0.0,1663727.125,55.23,40.0
2762,Multifamily LR (1-4),Low-Rise Multifamily,3,Central,1912,1.0,4.0,24980,0,24980,Multifamily Housing,24980.0,0.0,0.0,1426109.625,32.81,44.0
2763,Multifamily LR (1-4),Low-Rise Multifamily,3,Central,1989,1.0,4.0,24415,0,24415,Multifamily Housing,24415.0,0.0,0.0,775351.8125,5.07,76.0
2764,Multifamily LR (1-4),Low-Rise Multifamily,3,Central,1910,1.0,3.0,31300,0,31300,Multifamily Housing,31300.0,0.0,0.0,826990.0,19.68,100.0
2765,NonResidential,University,3,East,1921,1.0,3.0,31900,0,31900,College/University,26000.0,0.0,0.0,2737986.0,96.2,
2766,Nonresidential COS,Other,6,Ballard,1950,1.0,2.0,29417,0,29417,Other - Recreation,18489.0,8946.0,1445.0,1816709.0,56.25,
2767,NonResidential,Mixed Use Property,2,Downtown,1909,1.0,3.0,49299,0,49299,Office,24099.0,23632.0,5320.0,4821852.0,9.23,
2768,Multifamily LR (1-4),Low-Rise Multifamily,2,Greater duwamish,2005,1.0,3.0,58035,15187,42848,Multifamily Housing,42908.0,15089.0,0.0,1011952.875,6.64,98.0
2769,Multifamily LR (1-4),Low-Rise Multifamily,2,Greater duwamish,2005,1.0,4.0,54300,0,54300,Multifamily Housing,41057.0,10555.0,2688.0,1265040.75,8.38,84.0
2770,Multifamily HR (10+),High-Rise Multifamily,7,Downtown,1991,1.0,24.0,220018,0,220018,Multifamily Housing,174428.0,45590.0,0.0,10658889.0,136.07,2.0
2771,NonResidential,Supermarket / Grocery Store,1,Southwest,1997,1.0,1.0,31841,0,31841,Supermarket/Grocery Store,30899.0,942.0,0.0,13584036.0,404.21,
2772,Multifamily LR (1-4),Senior Care Community,1,Southwest,2000,1.0,4.0,76699,19133,57566,Senior Care Community,57566.0,0.0,0.0,4380679.5,91.49,35.0
2773,Multifamily LR (1-4),Low-Rise Multifamily,3,East,1922,1.0,3.0,20064,0,20064,Multifamily Housing,20064.0,0.0,0.0,1369636.5,58.59,
2774,NonResidential,Mixed Use Property,3,East,1988,1.0,2.0,21036,0,21036,Parking,11021.0,8164.0,7280.0,2830649.5,78.36,
2775,Multifamily MR (5-9),Mid-Rise Multifamily,2,Downtown,1911,1.0,5.0,81120,0,81120,Multifamily Housing,37000.0,6000.0,6000.0,1681783.125,11.09,98.0
2776,NonResidential,Mixed Use Property,4,Northeast,1999,1.0,2.0,32928,0,32928,Parking,24288.0,16710.0,16128.0,5652231.0,39.4,9.0
2777,SPS-District K-12,K-12 School,4,Northeast,1928,1.0,2.0,54943,0,54943,K-12 School,57247.0,0.0,0.0,2498122.25,83.76,94.0
2778,NonResidential,Warehouse,2,Greater duwamish,1960,1.0,1.0,44476,0,44476,Non-Refrigerated Warehouse,41256.0,0.0,0.0,1529218.125,29.7,33.0
2779,NonResidential,Small- and Mid-Sized Office,2,Greater duwamish,1969,1.0,1.0,35017,0,35017,Office,19785.0,10234.0,0.0,1394293.5,27.06,66.0
2780,NonResidential,Residence Hall,4,Northeast,1950,1.0,3.0,29084,0,29084,Residence Hall/Dormitory,26000.0,0.0,0.0,1741865.25,60.83,66.0
2781,Multifamily MR (5-9),Mid-Rise Multifamily,4,Northeast,1923,1.0,7.0,100234,0,100234,Multifamily Housing,100234.0,0.0,0.0,5773782.0,229.2,91.0
2782,Multifamily LR (1-4),Low-Rise Multifamily,2,Greater duwamish,2009,1.0,3.0,37361,0,37361,Multifamily Housing,37361.0,0.0,0.0,1485151.5,41.65,61.0
2783,Multifamily LR (1-4),Low-Rise Multifamily,7,Downtown,1992,1.0,4.0,35655,0,35655,Multifamily Housing,24389.0,5516.0,0.0,1477343.875,30.45,29.0
2784,Multifamily LR (1-4),Low-Rise Multifamily,3,Southeast,1900,1.0,3.0,48441,0,48441,Multifamily Housing,29302.0,19139.0,0.0,2106067.5,29.56,
2785,Multifamily MR (5-9),Mid-Rise Multifamily,2,Downtown,2000,1.0,5.0,294707,71557,223150,Multifamily Housing,156378.0,71557.0,66772.0,19441544.0,358.57,69.0
2786,Multifamily MR (5-9),Mid-Rise Multifamily,7,Lake union,2008,1.0,6.0,103931,0,103931,Multifamily Housing,92835.0,43979.0,0.0,3026054.75,19.84,84.0
2787,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1999,1.0,3.0,36115,0,36115,Multifamily Housing,30106.0,0.0,0.0,768325.6875,5.36,
2788,Multifamily LR (1-4),Low-Rise Multifamily,3,East,2003,1.0,4.0,88426,31559,56867,Multifamily Housing,58849.0,29868.0,4312.0,2740614.0,43.28,55.0
2789,Multifamily HR (10+),Senior Care Community,7,Magnolia / queen anne,1960,1.0,10.0,241387,43568,197819,Senior Care Community,186486.0,43568.0,11335.0,9161371.0,63.87,46.0
2790,NonResidential,Worship Facility,3,Southeast,1963,1.0,2.0,22952,0,22952,Worship Facility,22962.0,0.0,0.0,545136.5,19.28,98.0
2791,Multifamily MR (5-9),Mid-Rise Multifamily,1,Southwest,2001,1.0,6.0,108066,0,108066,Multifamily Housing,71549.0,4081.0,0.0,2101574.75,14.1,
2792,Multifamily LR (1-4),Low-Rise Multifamily,1,Southwest,1967,1.0,4.0,26528,0,26528,Multifamily Housing,26528.0,0.0,0.0,728128.1875,4.64,
2793,Multifamily MR (5-9),Mid-Rise Multifamily,3,East,1969,1.0,7.0,29618,0,29618,Multifamily Housing,29618.0,9500.0,0.0,1235228.5,8.12,57.0
2794,Multifamily LR (1-4),Low-Rise Multifamily,6,Northwest,1969,1.0,4.0,20851,0,20851,Multifamily Housing,20851.0,0.0,0.0,565185.625,8.93,92.0
2795,Multifamily LR (1-4),Low-Rise Multifamily,4,Lake union,1990,1.0,4.0,36792,0,36792,Multifamily Housing,36792.0,12960.0,0.0,1390935.0,29.93,65.0
2796,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1983,1.0,3.0,23512,0,23512,Multifamily Housing,23512.0,0.0,0.0,708979.3125,12.98,84.0
2797,Multifamily LR (1-4),Low-Rise Multifamily,3,Central,2004,1.0,3.0,49518,0,49518,Multifamily Housing,49528.0,0.0,0.0,1957391.625,50.57,42.0
2798,Multifamily HR (10+),Hotel,7,Downtown,2008,1.0,20.0,326516,0,326516,Hotel,252462.0,145594.0,22801.0,60202900.0,2489.78,3.0
2799,Multifamily MR (5-9),Mid-Rise Multifamily,7,Magnolia / queen anne,1963,1.0,7.0,28277,0,28277,Multifamily Housing,28227.0,2500.0,0.0,697525.125,4.73,94.0
2800,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1958,1.0,4.0,21602,0,21602,Multifamily Housing,21602.0,0.0,0.0,604420.5,14.26,95.0
2801,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1988,1.0,3.0,65689,0,65689,Multifamily Housing,65689.0,0.0,0.0,1451552.75,9.65,73.0
2802,Multifamily MR (5-9),Mid-Rise Multifamily,6,Ballard,2007,1.0,6.0,109222,0,109222,Multifamily Housing,109222.0,44616.0,0.0,3328653.25,34.39,87.0
2803,Multifamily LR (1-4),Low-Rise Multifamily,1,Southwest,1957,2.0,2.0,21596,0,21596,Multifamily Housing,21596.0,0.0,0.0,623213.1875,3.92,77.0
2804,NonResidential,Warehouse,2,Greater duwamish,1976,1.0,1.0,21040,0,21040,Non-Refrigerated Warehouse,21040.0,0.0,0.0,657383.1875,19.14,43.0
2805,NonResidential,Warehouse,2,Greater duwamish,1951,1.0,2.0,28032,0,28032,Non-Refrigerated Warehouse,30000.0,0.0,0.0,1539819.875,46.61,52.0
2806,NonResidential,Distribution Center,2,Greater duwamish,1974,1.0,1.0,25620,0,25620,Distribution Center,25620.0,0.0,0.0,652579.875,20.46,82.0
2807,NonResidential,Warehouse,2,Downtown,1992,1.0,3.0,33238,0,33238,Non-Refrigerated Warehouse,33238.0,0.0,0.0,1632472.0,11.38,14.0
2808,NonResidential,K-12 School,3,East,1912,1.0,4.0,27800,0,27800,K-12 School,11093.0,0.0,0.0,1275996.25,38.36,8.0
2809,Multifamily LR (1-4),Low-Rise Multifamily,3,Central,2002,1.0,4.0,26255,0,26255,Multifamily Housing,26255.0,0.0,0.0,755901.0,14.05,
2810,NonResidential,Large Office,7,Downtown,2000,1.0,6.0,706176,0,706176,Office,222807.0,78049.0,5171.0,13473994.0,92.52,82.0
2811,Multifamily LR (1-4),Low-Rise Multifamily,3,Central,1999,1.0,3.0,21158,0,21158,Multifamily Housing,17635.0,0.0,0.0,467364.1875,3.22,
2812,Multifamily LR (1-4),Low-Rise Multifamily,3,East,1913,1.0,4.0,26355,0,26355,Multifamily Housing,26355.0,0.0,0.0,1969891.5,57.33,1.0
2813,Multifamily MR (5-9),Mid-Rise Multifamily,7,Downtown,1998,1.0,7.0,74162,0,74162,Multifamily Housing,62285.0,4000.0,597.0,2774286.5,35.65,
2814,NonResidential,Supermarket / Grocery Store,1,Southwest,1998,1.0,1.0,33706,0,33706,Supermarket/Grocery Store,31746.0,0.0,0.0,8992072.0,206.33,22.0
2815,Multifamily LR (1-4),Low-Rise Multifamily,2,Southeast,1963,1.0,3.0,27984,0,27984,Multifamily Housing,27984.0,0.0,0.0,1148058.75,7.39,25.0
2816,NonResidential,Mixed Use Property,7,Magnolia / queen anne,1961,1.0,2.0,37600,0,37600,Non-Refrigerated Warehouse,18400.0,16200.0,3000.0,2477406.25,93.55,
2817,Multifamily HR (10+),High-Rise Multifamily,3,East,1969,1.0,10.0,139127,0,139127,Multifamily Housing,139127.0,0.0,0.0,5408728.5,35.6,68.0
2818,Multifamily LR (1-4),Low-Rise Multifamily,3,East,1965,1.0,4.0,26153,0,26153,Multifamily Housing,22729.0,2739.0,0.0,624559.5,4.14,80.0
2819,Multifamily MR (5-9),Mid-Rise Multifamily,3,East,1924,1.0,7.0,95611,0,95611,Multifamily Housing,95611.0,0.0,0.0,9068219.0,367.3,50.0
2820,Multifamily MR (5-9),Mid-Rise Multifamily,3,East,1928,1.0,5.0,32980,0,32980,Multifamily Housing,32980.0,0.0,0.0,1518038.625,35.36,72.0
2821,Multifamily HR (10+),High-Rise Multifamily,7,Downtown,1973,1.0,26.0,187080,0,187080,Multifamily Housing,181135.0,5410.0,0.0,7081851.0,96.2,86.0
2822,Multifamily HR (10+),High-Rise Multifamily,7,East,1970,1.0,21.0,94000,0,94000,Multifamily Housing,140000.0,24000.0,2500.0,5697288.0,109.72,
2823,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1974,1.0,3.0,35333,0,35333,Multifamily Housing,30933.0,4400.0,0.0,919909.6875,6.41,61.0
2824,Multifamily LR (1-4),Low-Rise Multifamily,6,Northwest,2004,1.0,4.0,39331,0,39331,Multifamily Housing,39331.0,14400.0,0.0,1365032.625,20.21,52.0
2825,Multifamily LR (1-4),Low-Rise Multifamily,4,Lake union,2008,1.0,4.0,57486,0,57486,Multifamily Housing,48438.0,9048.0,0.0,1297633.75,9.05,93.0
2826,SPS-District K-12,K-12 School,5,Northwest,1954,1.0,1.0,42128,0,42128,K-12 School,42128.0,0.0,0.0,1869043.875,49.55,93.0
2827,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1982,1.0,4.0,77966,0,77966,Multifamily Housing,77966.0,25921.0,0.0,3183666.75,89.29,85.0
2828,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1965,1.0,3.0,28944,0,28944,Multifamily Housing,24111.0,0.0,0.0,917574.0,8.95,39.0
2829,Multifamily MR (5-9),Mid-Rise Multifamily,7,Downtown,1904,1.0,5.0,30189,0,30189,Multifamily Housing,30189.0,8614.0,0.0,735206.3125,10.81,
2830,Multifamily LR (1-4),Mixed Use Property,3,Central,2004,1.0,4.0,44432,0,44432,Multifamily Housing,21930.0,17755.0,2906.0,1478501.125,31.47,
2831,Multifamily LR (1-4),Low-Rise Multifamily,1,Southwest,1926,1.0,3.0,23671,0,23671,Multifamily Housing,23671.0,0.0,0.0,908904.5,21.74,50.0
2832,SPS-District K-12,K-12 School,6,Ballard,1932,1.0,2.0,44753,0,44753,K-12 School,46545.0,0.0,0.0,1817756.125,61.25,96.0
2834,Multifamily LR (1-4),Low-Rise Multifamily,3,Central,2002,1.0,4.0,29808,0,29808,Multifamily Housing,25586.0,4222.0,0.0,1056567.75,26.87,80.0
2835,Multifamily LR (1-4),Low-Rise Multifamily,3,East,1969,1.0,4.0,27878,0,27878,Multifamily Housing,23232.0,0.0,0.0,697870.125,4.59,53.0
2836,Multifamily LR (1-4),Low-Rise Multifamily,3,East,1910,1.0,3.0,23597,0,23597,Multifamily Housing,19216.0,8029.0,0.0,2258480.0,77.12,
2837,NonResidential,Other,3,East,1912,1.0,3.0,33708,0,33708,Other,33708.0,0.0,0.0,835610.875,19.61,
2838,Multifamily MR (5-9),Mid-Rise Multifamily,2,Southeast,2012,1.0,5.0,121773,25568,96205,Multifamily Housing,121000.0,0.0,0.0,3092287.25,63.57,81.0
2839,Multifamily LR (1-4),Low-Rise Multifamily,5,Northeast,1994,1.0,3.0,50095,0,50095,Multifamily Housing,26170.0,15179.0,8746.0,1027269.375,6.84,83.0
2840,Multifamily HR (10+),High-Rise Multifamily,7,Downtown,2007,1.0,12.0,175353,0,175353,Multifamily Housing,138566.0,6876.0,3212.0,6377454.0,126.53,53.0
2841,Multifamily LR (1-4),Low-Rise Multifamily,2,Greater duwamish,1980,1.0,4.0,26245,0,26245,Multifamily Housing,26245.0,0.0,0.0,788535.1875,5.23,76.0
2842,Multifamily LR (1-4),Low-Rise Multifamily,5,Northwest,1987,1.0,3.0,103345,0,103345,Multifamily Housing,92010.0,0.0,0.0,4170263.5,74.92,42.0
2843,Multifamily MR (5-9),Mid-Rise Multifamily,5,Northwest,2005,1.0,6.0,93191,0,93191,Multifamily Housing,65434.0,27757.0,0.0,1919649.75,13.1,96.0
2844,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1999,1.0,4.0,40317,0,40317,Multifamily Housing,31856.0,0.0,0.0,988143.6875,6.57,51.0
2845,Multifamily LR (1-4),Low-Rise Multifamily,6,Lake union,1991,1.0,4.0,31500,0,31500,Multifamily Housing,24809.0,6691.0,0.0,519781.1875,3.45,94.0
2846,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1976,1.0,3.0,21520,0,21520,Multifamily Housing,21520.0,0.0,0.0,468904.0,3.07,88.0
2847,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1976,1.0,4.0,21580,0,21580,Multifamily Housing,21580.0,0.0,0.0,500474.1875,3.26,
2848,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1969,1.0,3.0,97254,0,97254,Multifamily Housing,97141.0,0.0,0.0,2333196.75,15.48,73.0
2849,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1975,1.0,3.0,28899,0,28899,Multifamily Housing,28899.0,0.0,0.0,963877.625,6.41,65.0
2850,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1975,1.0,3.0,57496,0,57496,Multifamily Housing,57496.0,0.0,0.0,1273834.625,8.4,82.0
2851,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1985,1.0,4.0,48863,0,48863,Multifamily Housing,49334.0,0.0,0.0,1148199.625,7.46,86.0
2852,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1966,1.0,4.0,165694,0,165694,Multifamily Housing,180194.0,0.0,0.0,4714074.5,30.85,67.0
2853,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1968,1.0,3.0,143369,0,143369,Multifamily Housing,140047.0,6408.0,0.0,3363925.75,22.24,82.0
2854,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1976,1.0,3.0,44230,0,44230,Multifamily Housing,79013.0,0.0,0.0,1971296.375,12.96,64.0
2855,NonResidential,Other,5,North,1948,1.0,2.0,47237,0,47237,Other,47661.0,0.0,0.0,5996179.5,41.7,
2856,Multifamily HR (10+),High-Rise Multifamily,7,Downtown,2007,1.0,13.0,187139,0,187139,Multifamily Housing,187139.0,0.0,0.0,7238674.0,102.6,49.0
2857,Multifamily MR (5-9),Mid-Rise Multifamily,3,East,1990,2.0,5.0,57091,0,57091,Multifamily Housing,57091.0,0.0,0.0,1492450.375,10.01,81.0
2858,Multifamily LR (1-4),Low-Rise Multifamily,4,Northeast,1958,4.0,3.0,30240,0,30240,Multifamily Housing,30240.0,0.0,0.0,920951.875,5.97,55.0
2859,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1979,1.0,3.0,21798,0,21798,Multifamily Housing,18171.0,0.0,0.0,595545.125,3.9,65.0
2861,Multifamily MR (5-9),Mid-Rise Multifamily,4,Lake union,2002,1.0,5.0,125241,0,125241,Multifamily Housing,138442.0,53533.0,0.0,5930424.5,187.97,93.0
2862,Multifamily MR (5-9),Mid-Rise Multifamily,1,Southwest,1997,1.0,6.0,21900,0,21900,Multifamily Housing,21900.0,0.0,0.0,655563.8125,16.43,
2863,Multifamily LR (1-4),Low-Rise Multifamily,3,East,1931,1.0,4.0,32430,0,32430,Multifamily Housing,32430.0,0.0,0.0,953713.375,5.91,82.0
2864,Multifamily LR (1-4),Low-Rise Multifamily,2,Southeast,1971,1.0,4.0,87696,0,87696,Multifamily Housing,87696.0,0.0,0.0,2519849.75,16.4,15.0
2865,Multifamily LR (1-4),Low-Rise Multifamily,3,East,1984,1.0,4.0,50299,0,50299,Multifamily Housing,41299.0,0.0,0.0,1783687.125,11.77,45.0
2866,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1949,1.0,4.0,34882,6147,28735,Multifamily Housing,28735.0,6147.0,0.0,2609316.5,103.07,52.0
2867,Multifamily LR (1-4),Low-Rise Multifamily,3,East,1980,1.0,4.0,26808,0,26808,Multifamily Housing,26808.0,0.0,0.0,1017339.313,6.74,17.0
2868,SPS-District K-12,K-12 School,6,Ballard,1989,1.0,2.0,57298,0,57298,K-12 School,60882.0,0.0,0.0,1681189.25,11.06,91.0
2869,Multifamily HR (10+),High-Rise Multifamily,3,East,1981,1.0,18.0,78538,0,78538,Multifamily Housing,78538.0,19200.0,0.0,6026981.5,108.31,6.0
2870,NonResidential,Supermarket / Grocery Store,4,Northeast,1997,1.0,1.0,76585,38585,38000,Supermarket/Grocery Store,41447.0,0.0,0.0,14368231.0,364.27,18.0
2871,NonResidential,Worship Facility,4,Northeast,1938,1.0,3.0,26373,0,26373,Worship Facility,26373.0,0.0,0.0,1172287.125,38.18,75.0
2872,Multifamily MR (5-9),Mid-Rise Multifamily,7,Magnolia / queen anne,2004,1.0,6.0,40128,0,40128,Multifamily Housing,40128.0,0.0,0.0,1728720.125,58.09,
2873,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1985,1.0,4.0,24581,0,24581,Multifamily Housing,24948.0,5035.0,0.0,615681.125,3.95,
2874,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1978,1.0,3.0,34066,0,34066,Multifamily Housing,34066.0,0.0,0.0,925212.625,6.0,70.0
2875,NonResidential,Small- and Mid-Sized Office,3,Central,1956,6.0,2.0,75868,0,75868,Office,50379.0,12622.0,6662.0,3605749.75,25.14,
2876,Multifamily LR (1-4),Low-Rise Multifamily,3,East,1911,2.0,4.0,33430,0,33430,Multifamily Housing,33433.0,0.0,0.0,2454397.0,101.8,51.0
2877,Multifamily LR (1-4),Low-Rise Multifamily,3,East,2001,1.0,4.0,28878,0,28878,Multifamily Housing,20723.0,6000.0,4800.0,740786.0,7.83,
2878,NonResidential,Mixed Use Property,3,East,1947,1.0,2.0,21656,0,21656,Other - Entertainment/Public Assembly,5656.0,5561.0,5090.0,1607972.25,51.89,
2879,Multifamily HR (10+),High-Rise Multifamily,4,Northeast,1971,1.0,11.0,72831,0,72831,Multifamily Housing,46104.0,23823.0,0.0,2569659.75,19.1,72.0
2880,Multifamily MR (5-9),Mid-Rise Multifamily,4,Northeast,2006,1.0,6.0,82254,21764,60490,Multifamily Housing,60490.0,0.0,0.0,1673636.25,11.1,89.0
2881,Multifamily MR (5-9),Mid-Rise Multifamily,4,Northeast,2005,1.0,6.0,57700,15569,42131,Multifamily Housing,39935.0,15540.0,2695.0,2000765.625,53.52,
2882,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,2002,1.0,4.0,58359,0,58359,Multifamily Housing,58359.0,0.0,0.0,1979588.75,46.72,61.0
2883,Multifamily LR (1-4),Low-Rise Multifamily,6,Northwest,2002,1.0,4.0,23236,0,23236,Multifamily Housing,23236.0,0.0,0.0,634214.6875,4.14,57.0
2884,Multifamily LR (1-4),Low-Rise Multifamily,6,Northwest,1984,1.0,3.0,43788,0,43788,Multifamily Housing,43425.0,363.0,0.0,1442530.25,9.48,
2885,Multifamily MR (5-9),Mid-Rise Multifamily,4,Lake union,1996,1.0,7.0,39329,0,39329,Multifamily Housing,39329.0,0.0,0.0,1025590.375,6.73,69.0
2886,Nonresidential COS,Distribution Center,7,Magnolia / queen anne,1921,1.0,3.0,23040,0,23040,Distribution Center,23040.0,0.0,0.0,472415.4063,2.94,
2887,NonResidential,Other,7,Magnolia / queen anne,1956,1.0,2.0,36771,0,36771,Other,34856.0,0.0,0.0,5400237.5,37.97,
2888,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,2005,1.0,4.0,87261,0,87261,Multifamily Housing,97425.0,0.0,0.0,1895075.75,45.44,76.0
2889,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1989,1.0,3.0,34854,0,34854,Multifamily Housing,25666.0,0.0,0.0,736040.625,4.92,69.0
2890,NonResidential,Warehouse,1,Greater duwamish,1977,1.0,1.0,24024,0,24024,Non-Refrigerated Warehouse,14314.0,9710.0,0.0,404484.4063,2.62,
2891,NonResidential,Warehouse,1,Greater duwamish,1953,1.0,1.0,42420,0,42420,Non-Refrigerated Warehouse,27420.0,10000.0,5000.0,1129170.375,29.39,34.0
2892,NonResidential,Distribution Center,1,Greater duwamish,1979,1.0,1.0,36982,0,36982,Distribution Center,34382.0,2600.0,0.0,405866.9063,6.88,
2893,NonResidential,Warehouse,1,Greater duwamish,1964,1.0,2.0,23400,0,23400,Non-Refrigerated Warehouse,20002.0,3374.0,0.0,454896.5,3.06,
2894,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1992,1.0,4.0,21232,0,21232,Multifamily Housing,22209.0,0.0,0.0,547099.0,7.97,
2895,Multifamily LR (1-4),Low-Rise Multifamily,3,Central,1957,1.0,4.0,22810,0,22810,Multifamily Housing,16299.0,0.0,0.0,921246.125,15.58,39.0
2896,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1948,1.0,3.0,53280,0,53280,Multifamily Housing,53280.0,0.0,0.0,2249607.0,100.43,100.0
2897,NonResidential,Other,7,Magnolia / queen anne,1948,1.0,2.0,30720,0,30720,Other,28120.0,1600.0,1000.0,1915150.75,67.15,
2898,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1958,1.0,4.0,21056,0,21056,Multifamily Housing,21056.0,0.0,0.0,542248.125,3.56,87.0
2899,NonResidential,Warehouse,2,Greater duwamish,1972,1.0,1.0,23232,0,23232,Non-Refrigerated Warehouse,23232.0,0.0,0.0,127374.0,0.89,
2900,NonResidential,Warehouse,2,Greater duwamish,1974,1.0,1.0,35046,0,35046,Non-Refrigerated Warehouse,32546.0,0.0,0.0,1092979.75,17.65,100.0
2901,NonResidential,Refrigerated Warehouse,2,Greater duwamish,1961,1.0,1.0,25577,0,25577,Refrigerated Warehouse,13349.0,8228.0,4000.0,883072.875,14.19,
2902,NonResidential,Warehouse,2,Greater duwamish,1974,1.0,1.0,43380,0,43380,Non-Refrigerated Warehouse,42844.0,0.0,0.0,412764.8125,2.82,89.0
2903,NonResidential,Small- and Mid-Sized Office,4,Lake union,1995,1.0,3.0,20410,0,20410,Office,20410.0,0.0,0.0,2827857.0,77.84,8.0
2904,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,2006,1.0,3.0,97855,0,97855,Multifamily Housing,97855.0,55020.0,0.0,2990238.75,65.05,92.0
2905,Multifamily MR (5-9),Mid-Rise Multifamily,5,North,2004,1.0,6.0,41149,0,41149,Multifamily Housing,41149.0,25100.0,0.0,1820555.5,41.51,79.0
2906,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1959,1.0,3.0,22937,0,22937,Multifamily Housing,22937.0,0.0,0.0,533453.625,3.54,89.0
2907,Multifamily LR (1-4),Low-Rise Multifamily,7,Magnolia / queen anne,1967,1.0,4.0,21168,0,21168,Multifamily Housing,20000.0,0.0,0.0,569668.1875,3.72,59.0
2908,Multifamily HR (10+),High-Rise Multifamily,7,East,2002,1.0,27.0,179678,0,179678,Multifamily Housing,179678.0,0.0,0.0,11210376.0,314.92,24.0
2909,Multifamily HR (10+),High-Rise Multifamily,5,Northwest,1979,1.0,10.0,75070,0,75070,Multifamily Housing,75070.0,0.0,0.0,3992223.5,26.47,18.0
2910,Multifamily LR (1-4),Low-Rise Multifamily,5,Northwest,1988,1.0,3.0,48433,0,48433,Multifamily Housing,35854.0,12579.0,0.0,962095.375,6.5,92.0
2911,NonResidential,Small- and Mid-Sized Office,5,Northwest,1983,1.0,3.0,24696,6300,18396,Office,18396.0,6300.0,0.0,624125.625,4.35,87.0
2912,Multifamily LR (1-4),Low-Rise Multifamily,5,Northwest,1979,1.0,4.0,20806,0,20806,Multifamily Housing,20806.0,0.0,0.0,597506.1875,4.02,82.0
2914,Multifamily LR (1-4),Low-Rise Multifamily,3,East,1985,1.0,3.0,47544,0,47544,Multifamily Housing,40125.0,17050.0,0.0,2119531.75,70.11,
2915,Multifamily LR (1-4),Low-Rise Multifamily,2,Downtown,1905,1.0,3.0,20583,0,20583,Multifamily Housing,20583.0,0.0,0.0,515420.3125,3.3,
2916,Multifamily MR (5-9),Mid-Rise Multifamily,6,Ballard,2006,1.0,6.0,37877,0,37877,Multifamily Housing,26177.0,0.0,0.0,1384103.25,22.83,9.0
2917,SPS-District K-12,K-12 School,5,Northwest,1956,1.0,1.0,45174,0,45174,K-12 School,45174.0,0.0,0.0,2205570.75,68.89,84.0
2918,NonResidential,Worship Facility,5,Northwest,2002,1.0,1.0,24955,0,24955,Worship Facility,24955.0,0.0,0.0,773357.0,21.87,47.0
2919,Multifamily LR (1-4),Low-Rise Multifamily,5,North,1995,1.0,4.0,62566,0,62566,Multifamily Housing,43406.0,19160.0,0.0,1430774.75,9.56,88.0
